,device,gpa,semester,degree,age,sex,stress,coping_1,coping_2,coping_3,coping_4,coping_5,coping_6,coping_7,source_1,source_2,source_3,source_4,source_5,source_6,source_7,source_8,week_1,week_2,week_3,week_4,week_5,week_6,yesterday_1,yesterday_2,yesterday_3,yesterday_4,yesterday_5,yesterday_6,yesterday_typical,enough_1,enough_2,enough_3,enough_4,enough_5,enough_6,survey_time
417,pc/laptop,1.7999999523162842,2.0,1.0,20.0,1.0,6.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,25.0,4.0,0.0,10.0,35.0,40.0,5.0,1.0,0.0,2.0,5.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0
418,mobile,3.0,6.0,1.0,22.0,2.0,5.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,20.0,20.0,0.0,4.0,1.0,40.0,6.0,4.0,0.0,0.0,0.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,20.0
420,pc/laptop,2.5999999046325684,6.0,1.0,21.0,2.0,5.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,2.0,50.0,7.5,3.0,3.0,40.0,0.0,9.0,0.0,2.0,0.0,8.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,7.0
421,pc/laptop,2.0999999046325684,10.0,2.0,31.0,1.0,4.0,2.0,1.0,1.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,21.0,10.0,23.0,1.5,5.0,40.0,0.0,3.0,0.0,0.0,5.0,10.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,15.0
423,pc/laptop,2.299999952316284,4.0,1.0,25.0,2.0,6.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,3.0,4.0,25.0,18.0,20.0,4.0,6.0,40.0,4.0,3.0,8.0,2.5,4.0,6.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,15.0
425,pc/laptop,2.0,10.0,2.0,25.0,2.0,3.0,4.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,20.0,10.0,15.0,7.0,30.0,40.0,0.0,0.0,0.0,2.0,14.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0
427,pc/laptop,3.0999999046325684,4.0,1.0,20.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,12.0,6.0,8.5,5.0,8.0,40.0,4.0,2.0,0.0,0.0,2.0,4.5,3.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0
429,pc/laptop,1.7999999523162842,15.0,1.0,27.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,6.0,5.0,12.0,3.0,10.0,40.0,0.0,0.0,7.0,1.0,3.0,8.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,7.0
430,mobile,2.5,2.0,1.0,20.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,12.0,5.0,12.0,5.0,40.0,40.0,0.0,3.0,4.0,0.0,8.0,5.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,10.0
435,pc/laptop,1.5,4.0,2.0,27.0,2.0,5.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,10.0,20.0,20.0,10.0,5.0,40.0,9.0,2.0,7.0,2.0,2.0,8.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,15.0
436,pc/laptop,1.600000023841858,18.0,1.0,30.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,4.0,20.0,8.0,8.0,6.0,4.0,40.0,0.0,0.5,0.0,4.0,6.0,8.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,15.0
439,mobile,3.0,3.0,1.0,22.0,1.0,7.0,4.0,1.0,1.0,4.0,1.0,1.0,3.0,4.0,1.0,4.0,2.0,1.0,3.0,1.0,2.0,35.0,30.0,23.5,4.0,10.0,40.0,6.0,5.0,0.0,0.10000000149011612,4.0,6.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,30.0
440,pc/laptop,2.700000047683716,12.0,1.0,32.0,1.0,5.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,4.0,4.0,2.0,0.0,27.0,0.0,7.5,25.0,40.0,0.0,5.5,0.0,1.5,3.0,7.5,3.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0
441,pc/laptop,1.7999999523162842,12.0,2.0,25.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,4.0,4.0,10.0,3.0,11.0,5.0,3.0,40.0,2.0,0.0,5.0,0.5,0.0,5.5,3.0,2.0,1.0,2.0,1.0,1.0,1.0,7.0
443,pc/laptop,2.0999999046325684,9.0,2.0,26.0,2.0,5.0,3.0,4.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,6.0,40.0,0.0,7.0,7.0,40.0,0.0,8.0,0.0,1.0,2.0,8.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,8.0
446,tablet,3.0,6.0,1.0,21.0,2.0,4.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,6.0,9.0,14.0,8.0,8.0,40.0,0.0,2.0,5.0,0.5,2.0,6.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,5.0
455,pc/laptop,1.399999976158142,12.0,2.0,28.0,2.0,6.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,4.0,1.0,1.0,4.0,3.0,3.0,10.0,20.0,25.0,5.0,10.0,42.0,0.0,8.0,0.0,2.0,3.0,7.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,15.0
458,pc/laptop,1.600000023841858,6.0,1.0,23.0,2.0,5.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,4.0,4.0,3.0,6.0,25.0,25.0,4.0,2.0,42.0,0.0,5.0,9.0,0.0,0.0,7.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,10.0
459,pc/laptop,1.5,10.0,2.0,27.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,10.0,20.0,15.0,10.0,20.0,42.0,4.0,3.0,4.0,0.5,2.0,6.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,10.0
466,tablet,2.799999952316284,4.0,1.0,21.0,2.0,6.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,3.0,1.0,4.0,3.0,3.0,32.0,28.0,10.0,4.0,3.0,42.0,10.0,2.0,0.0,0.5,1.5,6.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,10.0
467,mobile,2.5,6.0,1.0,24.0,2.0,5.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,1.0,2.0,4.0,2.0,3.0,5.0,20.0,20.0,3.0,10.0,42.0,0.0,0.0,7.0,1.0,4.0,8.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,5.0
475,pc/laptop,2.200000047683716,8.0,1.0,27.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,18.0,10.0,15.0,10.0,12.0,42.0,4.0,2.0,3.0,1.0,3.0,7.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,5.0
477,mobile,2.0,2.0,1.0,19.0,1.0,4.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,10.0,10.0,0.0,7.0,20.0,42.0,8.0,1.0,0.0,1.0,2.0,6.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,20.0
480,pc/laptop,1.600000023841858,2.0,1.0,25.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,20.0,10.0,0.0,12.0,15.0,42.0,0.0,0.0,0.0,1.0,4.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0
482,pc/laptop,2.299999952316284,6.0,1.0,21.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,8.0,5.0,3.0,30.0,42.0,0.0,2.0,0.0,2.0,4.0,8.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,6.0
483,pc/laptop,2.700000047683716,22.0,1.0,33.0,2.0,6.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,35.0,2.0,2.0,42.0,0.0,0.0,7.0,0.0,0.0,7.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0
486,pc/laptop,2.0,2.0,1.0,27.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,16.0,12.0,16.0,6.0,8.0,42.0,4.0,5.0,0.0,2.0,0.0,7.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,7.0
487,pc/laptop,2.700000047683716,4.0,1.0,21.0,1.0,6.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,4.0,3.0,4.0,14.0,9.5,15.0,6.0,12.0,42.0,6.0,2.0,5.0,2.5,1.0,6.5,3.0,3.0,2.0,1.0,2.0,2.0,2.0,10.0
493,pc/laptop,3.200000047683716,2.0,1.0,21.0,2.0,7.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,3.0,20.0,20.0,0.0,5.0,30.0,42.0,0.0,0.0,0.0,0.0,16.0,8.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0
494,mobile,2.0,7.0,1.0,24.0,2.0,6.0,4.0,3.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,2.0,25.0,36.0,20.0,6.0,10.0,42.0,7.5,2.0,0.0,1.0,0.0,5.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,8.0
495,mobile,2.5,2.0,1.0,19.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,8.0,20.0,0.0,4.0,12.0,42.0,2.0,2.0,0.0,0.5,3.0,8.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,13.0
496,pc/laptop,2.5,10.0,1.0,23.0,2.0,7.0,3.0,2.0,4.0,4.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,30.0,0.0,0.0,70.0,5.0,42.0,0.0,0.0,0.0,10.0,3.0,8.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0
498,pc/laptop,2.200000047683716,22.0,2.0,30.0,2.0,6.0,3.0,1.0,1.0,3.0,1.0,4.0,2.0,4.0,3.0,3.0,4.0,1.0,3.0,3.0,4.0,10.0,15.0,30.0,50.0,5.0,42.0,2.0,2.0,6.0,2.0,1.0,6.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,15.0
501,pc/laptop,2.799999952316284,8.0,1.0,23.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,28.0,20.0,0.0,3.0,5.0,42.0,8.0,2.0,0.0,0.0,0.0,6.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,5.0
503,pc/laptop,2.0,11.0,2.0,26.0,1.0,6.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,10.5,24.0,10.0,7.0,3.0,42.0,0.0,4.5,0.0,0.0,0.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,20.0
505,mobile,2.4000000953674316,6.0,1.0,22.0,2.0,6.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,8.0,35.0,10.0,5.0,5.0,42.0,0.0,4.0,8.0,3.0,2.0,6.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,10.0
507,mobile,2.5999999046325684,8.0,1.0,23.0,2.0,6.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,10.0,5.0,16.0,7.0,5.0,42.0,0.0,3.0,4.0,1.0,3.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0
512,mobile,1.5,4.0,1.0,32.0,2.0,4.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,4.0,3.0,4.0,1.0,14.0,21.0,10.0,28.0,14.0,42.0,0.0,2.0,0.0,4.0,4.0,7.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,12.0
516,pc/laptop,2.9000000953674316,7.0,1.0,25.0,2.0,4.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,9.0,5.0,2.0,2.0,6.0,42.0,5.0,1.0,0.0,0.5,3.0,7.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,10.0
518,pc/laptop,1.7999999523162842,8.0,2.0,23.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0,10.0,10.0,6.0,6.0,42.0,3.0,3.0,2.0,1.0,2.0,6.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,5.0
520,pc/laptop,3.0,4.0,1.0,20.0,1.0,5.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,24.0,15.0,0.0,8.0,10.0,42.0,2.0,5.0,0.0,0.0,6.0,8.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,10.0
522,pc/laptop,2.299999952316284,13.0,1.0,33.0,2.0,6.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,0.5,20.0,0.0,20.0,7.0,42.0,0.0,2.0,0.0,6.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0
523,pc/laptop,1.399999976158142,8.0,2.0,23.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,10.0,2.0,0.0,2.0,6.0,42.0,1.5,0.0,0.0,0.0,1.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0
524,pc/laptop,1.100000023841858,8.0,2.0,23.0,2.0,7.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,3.0,4.0,2.0,3.0,35.0,25.0,10.0,3.0,8.0,42.0,2.0,8.0,0.0,0.0,0.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,10.0
525,pc/laptop,1.600000023841858,10.0,2.0,25.0,2.0,5.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,1.0,3.0,10.0,20.0,16.0,5.0,7.0,42.0,0.0,7.0,0.0,2.0,3.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,60.0
526,mobile,3.0,2.0,1.0,20.0,2.0,5.0,2.0,3.0,2.0,4.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,9.0,2.0,13.0,6.0,10.0,42.0,2.0,6.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,7.0
531,mobile,2.0999999046325684,8.0,2.0,23.0,2.0,7.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,2.0,17.0,12.0,10.0,2.0,3.0,42.0,6.0,2.0,0.0,0.5,1.0,5.5,3.0,3.0,3.0,3.0,2.0,2.0,1.0,5.0
539,pc/laptop,2.700000047683716,4.0,1.0,21.0,1.0,5.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,15.0,30.0,3.0,5.0,10.0,42.0,6.0,5.0,0.0,2.0,2.0,6.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,180.0
542,tablet,1.649999976158142,2.0,1.0,20.0,1.0,4.0,2.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,13.0,7.0,0.0,2.0,27.0,42.0,1.5,2.5,0.0,0.5,3.5,7.5,3.0,2.0,1.0,2.0,1.0,2.0,1.0,10.0
543,pc/laptop,1.5,12.0,2.0,25.0,2.0,1.0,4.0,4.0,2.0,4.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,0.0,2.0,15.0,15.0,6.0,42.0,0.0,0.0,0.0,4.0,3.0,9.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0
545,pc/laptop,3.299999952316284,4.0,1.0,21.0,1.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,12.0,7.0,0.0,7.0,14.0,42.0,0.0,1.0,0.0,2.0,10.0,6.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,10.0
547,mobile,1.899999976158142,2.0,1.0,20.0,2.0,5.0,3.0,3.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,16.0,14.0,0.0,5.0,27.0,42.0,0.0,0.0,0.0,3.0,0.0,10.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,15.0
548,tablet,2.0,10.0,2.0,25.0,2.0,6.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,3.0,3.0,9.0,9.0,12.0,5.0,10.0,42.0,1.5,6.0,0.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,20.0
550,pc/laptop,3.0,10.0,1.0,24.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,16.0,2.0,16.0,5.0,34.0,42.0,6.0,0.0,0.0,0.0,10.0,5.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,5.0
553,tablet,3.700000047683716,2.0,1.0,24.0,2.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,11.0,21.0,6.0,10.0,10.0,42.0,3.0,5.0,0.0,0.0,3.0,7.0,4.0,2.0,1.0,2.0,3.0,3.0,1.0,30.0
562,pc/laptop,1.7999999523162842,16.0,2.0,26.0,2.0,5.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,4.0,3.0,1.0,3.0,1.0,2.0,11.0,5.0,12.0,3.0,20.0,42.0,0.0,3.0,6.0,1.0,0.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,10.0
563,pc/laptop,1.399999976158142,4.0,2.0,24.0,2.0,6.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,4.0,1.0,3.0,4.0,4.0,3.0,20.0,30.0,8.0,4.0,14.0,42.0,8.0,4.0,1.0,1.0,2.0,6.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,10.0
564,mobile,1.2999999523162842,6.0,1.0,22.0,2.0,7.0,3.0,4.0,1.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,12.0,6.0,10.0,5.0,10.0,42.0,2.0,4.0,3.0,1.0,3.0,5.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,7.0
567,pc/laptop,2.200000047683716,8.0,1.0,24.0,2.0,4.0,3.0,4.0,1.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0,1.0,3.0,4.0,3.0,0.0,32.5,2.0,4.0,10.0,42.5,0.0,0.0,2.0,2.0,13.0,7.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,5.0
568,pc/laptop,1.899999976158142,10.0,2.0,24.0,2.0,5.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,4.0,8.0,12.0,8.0,9.0,12.0,43.0,0.0,3.0,3.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0
569,pc/laptop,3.5999999046325684,6.0,1.0,23.0,2.0,7.0,3.0,2.0,1.0,2.0,3.0,4.0,2.0,3.0,1.0,4.0,4.0,1.0,4.0,3.0,4.0,15.0,2.0,25.0,1.0,2.0,43.0,0.0,1.0,5.0,1.0,5.0,8.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,5.0
570,pc/laptop,2.0,2.0,1.0,20.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,4.0,2.0,3.0,18.0,5.0,10.0,2.0,3.0,43.0,4.0,3.0,0.0,1.0,0.0,7.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,15.0
573,mobile,2.0,12.0,1.0,27.0,1.0,5.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0,4.0,24.0,10.0,12.0,3.0,8.0,44.0,6.0,0.0,0.0,0.5,2.0,8.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,15.0
574,pc/laptop,2.299999952316284,6.0,1.0,24.0,2.0,5.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,13.0,5.0,6.0,6.0,8.0,44.0,2.0,0.5,0.0,0.5,1.0,6.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,8.0
575,pc/laptop,1.0,10.0,2.0,27.0,1.0,5.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,3.0,10.0,25.0,12.0,2.0,6.0,44.0,2.0,4.0,4.0,0.0,3.0,6.5,3.0,2.0,3.0,3.0,2.0,2.0,2.0,10.0
580,mobile,1.2999999523162842,4.0,1.0,19.0,2.0,6.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,1.0,3.0,4.0,4.0,3.0,23.0,18.0,15.0,2.5,8.0,44.0,6.0,2.0,0.0,0.0,2.5,6.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,12.0
584,mobile,1.600000023841858,21.0,2.0,29.0,2.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,30.0,20.0,4.0,15.0,45.0,3.0,5.0,0.0,2.0,3.0,10.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,8.0
585,pc/laptop,2.0999999046325684,8.0,2.0,24.0,2.0,6.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,12.0,6.0,13.0,2.5,20.0,45.0,2.0,1.0,5.0,0.5,0.0,6.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,10.0
586,mobile,1.399999976158142,12.0,2.0,25.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,3.0,0.0,30.0,10.0,20.0,15.0,45.0,0.0,5.0,0.0,5.0,5.0,8.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,15.0
589,pc/laptop,1.7999999523162842,8.0,1.0,23.0,1.0,5.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,1.5,45.0,0.0,5.0,6.0,45.0,0.0,6.0,0.0,0.0,0.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0
590,pc/laptop,1.7999999523162842,8.0,1.0,23.0,1.0,5.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,15.0,35.0,10.0,3.0,10.0,45.0,0.0,2.0,0.0,1.0,12.0,9.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,8.0
598,pc/laptop,3.0,6.0,1.0,25.0,1.0,6.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0,1.0,12.0,30.0,45.0,10.0,26.0,45.0,0.0,8.0,6.0,4.0,1.0,5.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,20.0
600,mobile,3.4000000953674316,6.0,1.0,22.0,1.0,4.0,3.0,3.0,1.0,4.0,1.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,16.0,4.0,5.0,3.0,10.0,45.0,4.0,0.0,0.0,1.0,2.0,6.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0
601,pc/laptop,2.5,6.0,1.0,20.0,2.0,5.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,15.0,50.0,0.0,10.0,10.0,45.0,4.0,6.0,0.0,2.0,2.0,9.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,10.0
605,pc/laptop,1.7999999523162842,6.0,1.0,22.0,2.0,4.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,5.0,20.0,45.0,0.0,0.0,0.0,2.0,10.0,8.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,5.0
607,pc/laptop,1.399999976158142,6.0,1.0,22.0,2.0,7.0,4.0,3.0,1.0,2.0,1.0,4.0,3.0,1.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,6.0,15.0,16.0,6.0,8.0,45.0,0.0,7.0,2.0,0.5,2.0,6.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,10.0
608,pc/laptop,2.9000000953674316,6.0,1.0,24.0,2.0,5.0,2.0,2.0,1.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,12.0,3.0,15.0,10.0,10.0,45.0,4.0,3.0,4.0,0.5,2.0,6.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,10.0
612,mobile,3.0,4.0,1.0,22.0,2.0,6.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,4.0,3.0,4.0,15.0,30.0,20.0,2.0,2.0,45.0,0.0,3.0,7.0,0.0,1.0,7.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,5.0
