,id,a4a,a6a,a2,a0,b1,b5,b7a,d1a1x,g1a,BMj4c,j30_environment_pos,BMj5,n2a,n2e,n2b,n2f,n2i,n2p,BMGa1,BMGa2,BMGa4,BMGb1,BMGb2,BMGc2,BMGc5,BMGc7,BMGc8,BMGc16,BMGc18,BMGc23a,BMGc23b,BMGc23c,BMGc23d,BMGc23e,BMGc23f,BMGc23g,BMGc23h,BMGc23i,BMGc23j,BMGc24,BMGc25,BMGc27,BMGd6,BMGd7,BMGe1,BMGe2,BMGe2u,ecology_index
204,1963,Другие Услуги,Средний,Дальневосточный федеральный округ,Другие услуги,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2007,0,Строительство нежилых зданий и сооружений,100,0.25,5,0,20000000,,900000,Не знаю,,,0,0,0,0,0,Каждый месяц,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,Не знаю,,0.0
205,1973,Другие Услуги,Крупный,Дальневосточный федеральный округ,Другие услуги,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1992,0,Предоставление Телефонных услуг,0,0.5,3,0,98800000,,1230000,Не знаю,,,0,0,0,0,0,Каждый год,,0,,0,0,0,0,0,0,0,0,0,Не знаю,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,Не знаю,0,Не знаю,Не знаю,,
206,1985,Другие Услуги,Средний,Дальневосточный федеральный округ,Другие услуги,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2013,0,Техническое Обслуживание И Ремонт Автотранспортных Средств,Не применимо,0.5,9,0,10000000,,Не знаю,Не знаю,,,0,0,0,0,0,Каждый месяц,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,Не знаю,,0.0
207,1986,Розничная торговля,Средний,Сибирский федеральный округ,Розничная торговля,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2007,1,Розничные продажи В неспециализированных магазинах.,Не применимо,1.0,3,1,Не знаю,,Не знаю,Не знаю,Не знаю,,0,0,1,0,0,Каждый месяц,,1,0,1,0,0,0,0,1,0,0,1,0,1,0,Управление энергопотреблением,0,Другое,0,0,Не знаю,Не знаю,,2.0
208,1987,Еда,Малый,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2006,0,Производство пива,100,1.0,8,1,16000000,2800000,Не знаю,Не знаю,,19000000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Операционный и/ или технический риск,0,0,Не знаю,0,,0.0
209,2004,Готовые Металлические Изделия,Средний,Сибирский федеральный округ,Производство,"Акционерное общество, акции которого обращаются на фондовом рынке",2006,0,Производство Металлических Дверей И Окон,Не применимо,1.0,8,1,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,1,0,0,,,0,,0,0,Не знаю,0,Не знаю,0,0,0,0,Не знаю,0,0,,0,,0,0,Не знаю,Не знаю,,
210,2020,Другие Услуги,Малый,Сибирский федеральный округ,Другие услуги,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1996,0,"Строительство жилых и нежилых зданий (Магазинов, Гостиниц, Торговых центров)",100,1.0,5,0,11000000,,45000,Не знаю,,,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Неопределенность в отношении будущих цен,0,0,Не знаю,0,,0.0
211,2038,Другие Услуги,Малый,Сибирский федеральный округ,Другие услуги,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2002,1,Оптовая Торговля Эксплуатационными Материалами И Принадлежностями Для Машин.,Не применимо,1.0,2,0,Не знаю,,Не знаю,Не знаю,,,0,0,Не знаю,0,0,Не знаю,,1,0,Не знаю,0,Не знаю,0,Не знаю,0,0,0,0,Не знаю,1,0,,0,,Не знаю,0,Не знаю,Не знаю,,
212,2041,Другие Услуги,Малый,Сибирский федеральный округ,Другие услуги,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2010,0,Оптовая Торговля Черными Металлами,100,1.0,7,0,17000000,,280000,Не знаю,,,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Неопределенность в отношении будущих цен,0,0,Не знаю,0,,0.0
213,2057,Розничная торговля,Средний,Сибирский федеральный округ,Розничная торговля,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2009,1,Розничная Торговля Лекарственными средствами,100,1.0,6,0,52000000,,272000,Не знаю,14000000,,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,2350,0,,0.0
214,2060,Розничная торговля,Средний,Сибирский федеральный округ,Розничная торговля,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1992,0,Розничная Продажа Детских Товаров,100,1.0,8,0,6700000,,137000,Не знаю,4000000,,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Нехватка финансовых ресурсов,0,0,4500,0,,0.0
215,2072,Другое Производство,Малый,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2006,0,Производство пластиковых конструкций,100,1.0,9,1,12000000,7000000,66000,Не знаю,,20000000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не выгодно,0,0,Не знаю,0,,0.0
216,2073,Другие Услуги,Малый,Сибирский федеральный округ,Другие услуги,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1996,0,Оптовая Торговля Автотранспортными Средствами,100,1.0,5,0,8000000,,Не знаю,Не знаю,,,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,0,,0.0
217,2085,Другое Производство,Средний,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2014,0,"Производство Химической продукции (Реагенты, Кислоты)",100,0.5,6,1,11800000,7500000,700000,Не знаю,,21000000,0,0,0,0,0,,,0,,0,0,0,0,0,0,1,1,0,0,0,0,"Минимизация отходов, вторичная переработка и управление отходами",0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,0,,2.0
218,2090,Другое Производство,Средний,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2016,0,Переработка отходов и Лома Пластмасс,100,1.0,5,1,11000000,6000000,300000,Не знаю,,18000000,0,0,0,0,0,,,0,,0,0,0,0,0,0,1,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,0,,1.0
219,2091,Другое Производство,Средний,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2011,0,Производство Пластмассовых Изделий,0,0.5,6,1,8000000,2700000,Не знаю,Не знаю,,Не знаю,1,0,0,0,0,,,0,,0,0,Не знаю,0,1,1,1,0,0,Не знаю,0,0,"Минимизация отходов, вторичная переработка и управление отходами",0,Нехватка финансовых ресурсов,0,0,420,0,,
220,2092,Неметаллические Минеральные продукты,Средний,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2014,0,Производство Бетонных Изделий Для Использования В Сфере Строительства,40,0.5,7,1,13000000,3000000,300000,0,,16300000,1,1,1,0,0,Каждый квартал,,0,,0,0,0,0,1,0,1,0,0,1,0,0,"Минимизация отходов, вторичная переработка и управление отходами",0,Не является приоритетом по сравнению с другими инвестициями,1,0,300,0,,3.0
221,2100,Машины и оборудование,Средний,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2016,0,Производство Промышленного Холодильного И Вентиляционного Оборудования,10,1.0,9,1,4200000,1500000,120000,0,,5820000,1,1,0,0,0,Каждый квартал,,0,,0,0,0,0,1,0,1,1,0,1,0,0,"Минимизация отходов, вторичная переработка и управление отходами",0,Нехватка финансовых ресурсов,0,0,190,0,,4.0
222,2103,Другое Производство,Средний,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2006,0,Производство Прочего Электрооборудования,100,1.0,6,0,7500000,2500000,130000,100000,,10500000,Не знаю,0,0,0,0,,,0,,0,0,0,0,0,1,1,0,0,0,1,0,Управление энергопотреблением,0,Нехватка финансовых ресурсов,0,0,Не знаю,Не знаю,,2.0
223,2108,Другое Производство,Малый,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2010,0,Полиграфия И Услуги В Этой Области,100,1.0,2,1,6000000,3000000,320000,130000,,10000000,0,0,0,0,0,,,0,,0,0,0,0,0,0,1,0,0,0,0,0,,0,Неопределенность в отношении регулирования,0,0,Не знаю,0,,1.0
224,2115,Другие Услуги,Средний,Сибирский федеральный округ,Другие услуги,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2014,0,Строительство жилых и нежилых зданий,0,1.0,8,1,Не знаю,,Не знаю,Не знаю,,,0,0,0,0,0,,,0,,0,0,0,0,1,0,0,0,0,1,1,0,Ничего из вышеперечисленного  ,0,Не знаю,0,0,Не знаю,Не знаю,,2.0
225,2116,Другие Услуги,Крупный,Сибирский федеральный округ,Другие услуги,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2006,0,Строительство нежилых зданий,Не применимо,1.0,7,0,185000000,,525000,1200000,,,0,0,0,0,0,,,0,,0,0,1,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,Не знаю,,1.0
226,2122,Другие Услуги,Малый,Сибирский федеральный округ,Другие услуги,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2000,0,Оптовая Торговля Изоляционными Материалами,100,1.0,1,0,5300000,,200000,Не знаю,,,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Неопределенность в отношении регулирования,0,0,Не знаю,0,,0.0
227,2142,Другие Услуги,Средний,Сибирский федеральный округ,Другие услуги,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2017,0,Оптовая Торговля Напитками И Продуктами Питания,0,1.0,2,1,9700000,,350000,0,,,0,0,Не знаю,0,0,Каждый месяц,,0,,0,0,0,0,0,0,1,0,0,1,0,0,"Минимизация отходов, вторичная переработка и управление отходами",0,Не является приоритетом по сравнению с другими инвестициями,1,0,190,Не знаю,,2.0
228,2149,Другие Услуги,Малый,Сибирский федеральный округ,Другие услуги,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2007,0,"Оптовая Торговля Скобяными Изделиями, Сантехникой И Отопительным Оборудованием",100,1.0,2,0,4300000,,93000,Не знаю,,,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Нехватка финансовых ресурсов,0,0,2100,0,,0.0
229,2151,Другие Услуги,Малый,Сибирский федеральный округ,Другие услуги,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2005,0,Оптовая Торговля Мясными И Молочными Продуктами,100,0.75,5,1,4300000,,300000,Не знаю,,,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Неопределенность в отношении будущих цен,0,0,Не знаю,0,,0.0
230,2152,Другие Услуги,Малый,Сибирский федеральный округ,Другие услуги,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2016,0,Оптовая Торговля Обоями,Не знаю,0.5,2,0,2000000,,100000,0,,,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Нехватка финансовых ресурсов,0,0,Не знаю,Не знаю,,0.0
231,2162,Розничная торговля,Средний,Сибирский федеральный округ,Розничная торговля,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1992,0,Розничная Продажа Строительных Материалов,100,1.0,2,0,23000000,,300000,Не знаю,16000000,,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,0,,0.0
232,2163,Розничная торговля,Средний,Сибирский федеральный округ,Розничная торговля,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2011,0,Розничная Торговля Абразивными Инструментами,100,1.0,5,1,14000000,,180000,Не знаю,5000000,,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Неопределенность в отношении регулирования,0,0,Не знаю,0,,0.0
233,2165,Розничная торговля,Средний,Сибирский федеральный округ,Розничная торговля,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2014,1,Розничная Продажа Детских Товаров,0,1.0,1,0,4700000,,130000,Не знаю,4900000,,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Нехватка финансовых ресурсов,0,0,Не знаю,0,,0.0
234,2170,Розничная торговля,Средний,Сибирский федеральный округ,Розничная торговля,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2008,0,Розничная Торговля продуктами питания,100,0.75,5,0,21000000,,170000,Не знаю,8000000,,0,0,0,0,0,,,0,,0,0,0,0,Не знаю,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,12000,0,,
235,2171,Розничная торговля,Малый,Сибирский федеральный округ,Розничная торговля,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2017,1,Розничная торговля продуктами питания и напитками,0,0.5,1,0,1400000,,200000,0,Не знаю,,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,0,,0.0
236,2172,Розничная торговля,Малый,Сибирский федеральный округ,Розничная торговля,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2015,0,Розничная продажа лекарственных средств В Специализированных магазинах (аптеках),0,1.0,9,1,5000000,,Не знаю,Не знаю,Не знаю,,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Нехватка финансовых ресурсов,0,0,140,0,,0.0
237,2184,Другие Услуги,Малый,Сибирский федеральный округ,Другие услуги,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2007,1,"Оптовая торговля Непродовольственными товарами (Галантерея, Текстильные изделия)",100,1.0,1,0,4300000,,110000,90000,,,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Нехватка финансовых ресурсов,0,0,6000,0,,0.0
238,2189,Другие Услуги,Малый,Сибирский федеральный округ,Другие услуги,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2004,0,Разработка Компьютерного программного обеспечения,100,1.0,4,0,3400000,,60000,Не знаю,,,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Нехватка финансовых ресурсов,0,0,1600,0,,0.0
239,2196,Другие Услуги,Малый,Сибирский федеральный округ,Другие услуги,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2016,0,Оптовая Торговля Автозапчастями,0,1.0,7,0,2800000,,160000,Не знаю,,,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,0,,0.0
240,2200,Еда,Средний,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2004,0,Производство Муки и Крупяных Изделий,100,1.0,5,0,11000000,15000000,600000,700000,,30000000,0,0,0,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Неопределенность в отношении будущих цен,0,0,Не знаю,0,,0.0
241,2211,Другое Производство,Средний,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2009,1,Промышленная добыча газа,100,0.75,1,0,17400000,12000000,260000,Не знаю,,31000000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,1,0,0,0,0,,0,Неопределенность в отношении будущих цен,0,0,Не знаю,0,,1.0
242,2213,Другое Производство,Средний,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1998,0,Производство Пластмассовых Изделий Для Использования В Строительстве,100,1.0,8,0,28880000,12700000,800000,220000,,44000000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Неопределенность в отношении регулирования,0,0,Не знаю,0,,0.0
243,2219,Готовые Металлические Изделия,Малый,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2008,0,Производство Строительных Металлоконструкций И Изделий из них,0,0.75,4,1,500000,200000,Не знаю,Не знаю,,700000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Нехватка финансовых ресурсов,0,0,Не знаю,Не знаю,,0.0
244,2229,Другое Производство,Средний,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2014,0,"Производство Силового Электрооборудования Промышленных предприятий (Трансформаторов, Индукционных Печей, Сварочных Аппаратов)",100,1.0,4,0,11000000,4800000,160000,Не знаю,,18000000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,0,,0.0
245,2233,Другие Услуги,Малый,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2006,0,Производство Оборудования Для Автоматизированных систем Управления,100,1.0,3,0,9640000,Не знаю,400000,Не знаю,,Не знаю,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Неопределенность в отношении регулирования,0,0,Не знаю,0,,0.0
246,2238,Другие Услуги,Малый,Сибирский федеральный округ,Другие услуги,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2012,0,Монтаж систем кондиционирования и вентиляции,100,1.0,4,0,6400000,,75000,Не знаю,,,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Нехватка финансовых ресурсов,0,0,Не знаю,0,,0.0
247,2254,Другие Услуги,Малый,Сибирский федеральный округ,Другие услуги,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2002,0,"Строительство жилых и нежилых зданий (Жилые дома, Коттеджи, Офисы)",100,1.0,3,0,24000000,,3600000,500000,,,0,0,0,0,0,,,0,,0,0,0,0,1,0,1,0,0,0,0,0,"Минимизация отходов, вторичная переработка и управление отходами",0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,0,,2.0
248,2280,Розничная торговля,Малый,Сибирский федеральный округ,Розничная торговля,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1992,0,"Розничная продажа В основном Продуктов питания, Включая Напитки, И Табачных изделий В Неспециализированных магазинах",100,1.0,2,0,8000000,,120000,150000,45000000,,0,0,0,0,0,,,0,,0,0,1,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,0,,1.0
249,2282,Розничная торговля,Малый,Сибирский федеральный округ,Розничная торговля,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2005,0,"Розничная продажа В основном Продуктов питания, Включая Напитки, И Табачных изделий В Неспециализированных магазинах",0,1.0,8,0,2200000,,70000,30000,1800000,,0,0,0,0,0,Каждый год,,0,,0,0,1,0,0,0,0,0,0,0,0,0,,0,Нехватка финансовых ресурсов,0,0,Не знаю,Не знаю,,1.0
250,2283,Розничная торговля,Малый,Сибирский федеральный округ,Другие услуги,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2001,0,Розничная Продажа Автомобильного Топлива В Специализированных Магазинах,0,1.0,3,0,6000000,,160000,Не знаю,,,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Неопределенность в отношении регулирования,0,0,Не знаю,Не знаю,,0.0
251,2285,Розничная торговля,Малый,Сибирский федеральный округ,Розничная торговля,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2004,1,"Розничная продажа В основном Продуктов питания, Включая Напитки, И Табачных изделий В Неспециализированных магазинах",0,1.0,5,1,5000000,,Не знаю,Не знаю,Не знаю,,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,Не знаю,,0.0
252,2287,Розничная торговля,Средний,Сибирский федеральный округ,Розничная торговля,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2005,1,Розничная Торговля Алкогольными напитками,100,1.0,6,0,14800000,,80000,Не знаю,16000000,,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Неопределенность в отношении регулирования,0,0,Не знаю,0,,0.0
253,2305,Другие Услуги,Малый,Сибирский федеральный округ,Другие услуги,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1994,0,Деятельность В области Телерадиовещания,100,1.0,7,0,2300000,,700000,Не знаю,,,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,0,,0.0
254,2308,Другие Услуги,Малый,Сибирский федеральный округ,Другие услуги,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2003,1,Деятельность по созданию И использованию Баз Данных и Информационных Ресурсов,100,1.0,6,0,3360000,,410000,Не знаю,,,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Неопределенность в отношении будущих цен,0,0,Не знаю,0,,0.0
255,2311,Другие Услуги,Малый,Сибирский федеральный округ,Другие услуги,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1997,0,"Оптовая Торговля Древесиной, Строительными Материалами И Сантехническим Оборудованием",100,1.0,3,0,8700000,,700000,Не знаю,,,0,0,0,0,0,,,0,,0,0,Не применимо,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,0,,
256,2312,Готовые Металлические Изделия,Крупный,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2014,0,"Производство Строительных Металлоконструкций, Изделий и Их Частей",0,1.0,9,0,80000000,40000000,250000,Не знаю,,60000000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не выгодно,0,0,Не знаю,Не знаю,,0.0
257,2319,Еда,Крупный,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1998,0,Производство мороженого,0,0.25,5,1,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждое полугодие,Каждое полугодие,0,,1,0,0,0,0,1,0,0,0,0,0,0,,1,,1,0,Не знаю,Не знаю,,1.0
258,2320,Еда,Крупный,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1986,0,Приготовление и консервирование Рыбы,100,0.25,6,1,200000000,50000000,20000000,20000000,,30000000,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,0,,0.0
259,2321,Другое Производство,Малый,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2002,0,"Производство Деревянных Строительных Конструкций, Столярных Изделий",100,0.25,7,0,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не выгодно,0,0,Не знаю,Не знаю,,0.0
260,2322,Розничная торговля,Малый,Дальневосточный федеральный округ,Розничная торговля,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2009,1,Розничная Торговля Мебелью,Не применимо,0.25,6,0,3000000,,Не знаю,Не знаю,1500000,,0,0,0,0,0,Каждый месяц,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,Не знаю,,0.0
261,2323,Другое Производство,Малый,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2007,0,Производство Пластмассовых Изделий Для Строительства,100,0.25,9,0,4300000,3000000,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,Не знаю,,0.0
262,2324,Другое Производство,Средний,Дальневосточный федеральный округ,Производство,"Акционерное общество, акции которого обращаются на фондовом рынке",1996,1,Публикация книг,Не применимо,0.5,1,0,12000000,3000000,Не знаю,Не знаю,,1000000,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,Не знаю,,0.0
263,2325,Другое Производство,Малый,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2013,0,"Производство Печатной продукции (Визитных карточек, Буклетов, Брошюр и Сертификатов)",Не применимо,0.5,8,0,4000000,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Нехватка финансовых ресурсов,0,0,Не знаю,Не знаю,,0.0
264,2329,Другое Производство,Средний,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2011,0,Производство Хозяйственных товаров Из Пластика,Не применимо,0.5,3,0,2000000,1500000,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Нехватка финансовых ресурсов,0,0,Не знаю,Не знаю,,0.0
265,2338,Готовые Металлические Изделия,Малый,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2002,0,Производство Государственных регистрационных знаков (Производство Готовых металлических изделий),100,0.25,6,0,4000000,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не выгодно,0,0,Не знаю,Не знаю,,0.0
266,2339,Машины и оборудование,Малый,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2010,0,Производство Различного Оборудования Для Оборонной промышленности,Не применимо,0.75,5,0,5800000,7000000,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,1,0,0,0,0,0,0,0,,0,Нехватка финансовых ресурсов,0,0,Не знаю,Не знаю,,1.0
267,2341,Готовые Металлические Изделия,Средний,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1999,1,"Производство Строительных Металлоконструкций, Изделий и Их Частей",50,0.5,2,0,7000000,1500000,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,Не знаю,,0.0
