id_w,i_h4,y2,age,y5,y8,y10,y11,y14,y17,k5,k23,k15,k31_3,k31_4,k31_6,k57,k66_r,m2_1,m2_2,m4,m5,m5_2_1,m7,reb,poyavlenie_child
2018,2,,23,1,6,2.0,3,3,2,,,,,,,6.0,0.0,,,,,,4.0,False,False
2018,2,,33,7,3,2.0,3,2,2,1.0,,2.0,1.0,1.0,2.0,,0.0,,,10.0,3.0,1.0,3.0,False,False
2018,2,1.0,41,7,2,2.0,2,3,2,1.0,1.0,3.0,1.0,2.0,2.0,,20000.0,,,8.0,2.0,1.0,1.0,False,False
2018,2,1.0,37,2,1,2.0,2,1,2,,,,,,,6.0,1800.0,,,10.0,3.0,1.0,4.0,False,False
2018,2,2.0,18,1,1,3.0,2,3,2,,,,,,,2.0,0.0,,,,,,4.0,True,False
2018,2,,23,7,1,3.0,2,3,2,3.0,,3.0,2.0,2.0,2.0,,15000.0,,,,,,,True,False
2018,2,3.0,43,7,1,1.0,2,3,2,3.0,,2.0,2.0,2.0,2.0,,20000.0,,,10.0,4.0,,4.0,False,False
2018,2,,27,7,1,2.0,1,3,1,1.0,2.0,1.0,1.0,1.0,2.0,,30000.0,,,10.0,4.0,,5.0,False,False
2018,2,1.0,31,2,6,2.0,3,2,2,1.0,,3.0,2.0,2.0,2.0,,14000.0,,,,,,,True,False
2018,2,,27,7,3,3.0,2,3,2,1.0,,1.0,1.0,2.0,2.0,,21000.0,,,9.0,3.0,2.0,4.0,False,True
2018,2,,19,2,6,3.0,2,2,2,,,,,,,2.0,0.0,,,,,,2.0,True,False
2018,2,1.0,32,2,6,3.0,2,2,1,5.0,,4.0,2.0,2.0,2.0,,15000.0,,,8.0,4.0,,5.0,True,False
2018,2,,41,7,6,1.0,2,3,2,1.0,,2.0,1.0,2.0,2.0,,35000.0,,,9.0,4.0,,1.0,False,False
2018,2,3.0,34,2,6,3.0,3,3,2,1.0,,3.0,1.0,2.0,2.0,,22000.0,,,,,,3.0,False,False
2018,2,,40,7,2,3.0,2,3,2,1.0,,4.0,1.0,1.0,2.0,,50000.0,,,10.0,4.0,,1.0,False,False
2018,2,,37,7,1,2.0,2,2,2,1.0,,2.0,1.0,2.0,2.0,,10000.0,,,10.0,3.0,2.0,4.0,False,False
2018,2,,29,2,3,3.0,2,2,2,,,,,,,2.0,600.0,,,8.0,4.0,,4.0,True,False
2018,2,,37,7,1,2.0,1,3,2,1.0,,4.0,1.0,2.0,2.0,,25000.0,,,10.0,2.0,1.0,1.0,False,False
2018,2,1.0,22,2,3,2.0,2,3,1,,,,,,,2.0,8000.0,,,,,,1.0,True,False
2018,2,1.0,43,2,6,3.0,3,3,2,1.0,,3.0,1.0,2.0,2.0,,,,,,,,1.0,False,False
2018,2,1.0,24,2,6,3.0,3,3,2,3.0,,3.0,1.0,2.0,2.0,,,,,,,,1.0,True,False
2018,2,1.0,19,2,2,3.0,2,3,2,5.0,,3.0,2.0,2.0,2.0,,,,,,,,1.0,True,False
2018,2,1.0,30,7,4,3.0,1,1,2,2.0,,,1.0,2.0,2.0,,0.0,,,,,,,True,False
2018,2,1.0,22,2,2,2.0,2,3,1,3.0,,1.0,1.0,2.0,2.0,,29000.0,,,,,,,True,False
2018,2,,43,7,2,2.0,3,1,2,1.0,,2.0,1.0,1.0,2.0,,33500.0,,,8.0,4.0,,4.0,False,False
2018,2,,26,2,1,3.0,2,3,1,,,,,,,5.0,7200.0,,,9.0,3.0,2.0,4.0,False,False
2018,2,3.0,27,5,1,3.0,1,3,2,1.0,,2.0,1.0,2.0,1.0,,18000.0,,,,,,1.0,False,False
2018,2,3.0,30,6,1,2.0,2,2,1,1.0,,1.0,1.0,2.0,2.0,,34804.0,,,9.0,2.0,2.0,2.0,False,False
2018,2,,33,7,1,3.0,2,1,2,1.0,,2.0,1.0,2.0,2.0,,10000.0,,,9.0,3.0,2.0,4.0,False,False
2018,2,,31,7,2,1.0,1,3,2,1.0,,2.0,1.0,2.0,2.0,,21000.0,,,9.0,4.0,,3.0,False,False
2018,2,3.0,36,6,1,3.0,3,2,2,3.0,,1.0,1.0,2.0,2.0,,21900.0,,,,,,,True,False
2018,2,3.0,23,2,1,3.0,2,1,2,,,,,,,2.0,9800.0,,,,,,1.0,True,False
2018,2,1.0,26,7,1,3.0,3,2,2,,,,,,,,17800.0,,,6.0,2.0,1.0,2.0,False,False
2018,2,3.0,28,8,2,3.0,1,1,2,1.0,,3.0,1.0,2.0,2.0,,,,,9.0,4.0,,4.0,False,False
2018,2,,39,7,1,3.0,1,3,2,1.0,,2.0,1.0,2.0,2.0,,30000.0,,,8.0,4.0,,3.0,False,False
2018,2,,29,6,1,3.0,2,2,2,1.0,,2.0,1.0,2.0,2.0,,,,,,,,1.0,False,False
2018,2,,42,6,1,3.0,1,2,2,1.0,,2.0,1.0,2.0,2.0,,,,,9.0,4.0,,1.0,False,False
2018,2,,31,3,2,3.0,1,2,1,3.0,,1.0,2.0,2.0,2.0,,15000.0,,,9.0,3.0,2.0,1.0,False,False
2018,2,,28,7,2,1.0,2,1,2,1.0,,4.0,1.0,1.0,1.0,,37400.0,,,9.0,4.0,,4.0,True,False
2018,2,,40,4,2,3.0,3,2,2,,,,,,,,4900.0,,,10.0,4.0,,4.0,False,False
2018,2,,19,1,2,2.0,2,2,2,,,,,,,2.0,0.0,,,,,,1.0,True,False
2018,2,3.0,38,6,6,3.0,2,1,2,1.0,,4.0,1.0,1.0,2.0,,30000.0,,,,,,,True,False
2018,2,3.0,38,5,1,2.0,2,1,1,1.0,,4.0,2.0,2.0,2.0,,20000.0,,,9.0,4.0,,5.0,True,False
2018,2,1.0,29,5,1,3.0,1,3,1,1.0,,1.0,1.0,2.0,2.0,,41500.0,,,,,,,True,False
2018,2,3.0,32,6,2,3.0,2,3,1,1.0,,4.0,1.0,1.0,2.0,,23000.0,,,7.0,2.0,2.0,5.0,False,False
2018,2,,30,5,1,3.0,3,3,1,1.0,,2.0,1.0,2.0,2.0,,24250.0,,,,,,1.0,False,False
2018,2,1.0,32,7,1,1.0,1,3,2,1.0,,1.0,1.0,2.0,2.0,,20000.0,,,10.0,3.0,2.0,5.0,False,False
2018,2,,39,2,4,3.0,2,2,2,1.0,,1.0,1.0,2.0,1.0,,10000.0,,,10.0,3.0,2.0,4.0,False,False
2018,2,,43,2,2,3.0,2,1,1,,,,,,,6.0,0.0,,,6.0,2.0,1.0,1.0,False,False
2018,2,,34,7,2,2.0,3,2,2,4.0,,2.0,2.0,2.0,2.0,,18000.0,,,,,,1.0,True,False
2018,2,,34,2,1,3.0,2,3,2,,,,,,,7.0,19100.0,,,10.0,3.0,1.0,1.0,False,False
2018,2,,29,8,2,3.0,3,3,2,1.0,,5.0,1.0,2.0,2.0,,15000.0,,,10.0,3.0,2.0,4.0,False,False
2018,2,,31,7,2,3.0,1,3,2,2.0,1.0,,1.0,2.0,2.0,,90000.0,,,10.0,4.0,,5.0,False,False
2018,2,,42,7,1,2.0,3,2,2,1.0,,4.0,1.0,1.0,2.0,,27500.0,,,,,,1.0,False,False
2018,2,,36,6,1,3.0,2,3,2,1.0,,1.0,1.0,1.0,1.0,,22000.0,,,,,,1.0,False,False
2018,2,2.0,35,6,1,1.0,3,1,2,1.0,,2.0,1.0,2.0,2.0,,12000.0,,,10.0,4.0,,4.0,False,False
2018,2,,19,2,6,1.0,1,2,2,,,,,,,2.0,0.0,,,,,,1.0,True,False
2018,2,3.0,30,7,3,1.0,1,1,2,1.0,,1.0,1.0,2.0,2.0,,10000.0,,,10.0,4.0,,3.0,False,False
2018,2,,26,5,1,3.0,1,3,1,1.0,,2.0,1.0,2.0,2.0,,,,,,,,1.0,False,False
2018,2,1.0,28,7,2,3.0,2,3,2,,,,,,,5.0,27200.0,,,,,,1.0,False,False
2018,2,,26,5,1,3.0,1,1,1,3.0,,1.0,1.0,2.0,2.0,,15000.0,,,10.0,4.0,,4.0,False,True
2018,2,2.0,22,2,1,3.0,3,3,1,5.0,,1.0,2.0,2.0,2.0,,12000.0,,,,,,,True,False
2018,2,1.0,25,6,1,1.0,1,1,2,1.0,,2.0,1.0,2.0,2.0,,,,,,,,1.0,True,False
2018,2,2.0,39,6,1,2.0,2,2,2,1.0,,2.0,1.0,2.0,2.0,,19000.0,,,,,,4.0,False,False
2018,2,,42,5,6,1.0,2,3,2,1.0,,2.0,1.0,2.0,2.0,,15000.0,,,9.0,3.0,1.0,1.0,False,False
2018,2,,21,2,1,3.0,2,3,2,,,,,,,2.0,0.0,,,,,,1.0,True,False
2018,2,,35,7,6,2.0,3,2,1,1.0,,3.0,1.0,2.0,2.0,,5000.0,,,8.0,2.0,1.0,1.0,False,False
2018,2,,27,7,2,3.0,2,3,1,3.0,,1.0,2.0,2.0,2.0,,13000.0,,,8.0,2.0,1.0,1.0,True,True
2018,2,,43,6,1,1.0,2,3,2,1.0,,1.0,1.0,2.0,2.0,,19000.0,,,,,,1.0,False,False
2018,2,,19,1,6,2.0,2,3,2,,,,,,,1.0,0.0,,,,,,4.0,True,False
2018,2,,36,6,3,3.0,2,3,2,1.0,,2.0,2.0,2.0,2.0,,12000.0,,,6.0,2.0,2.0,2.0,False,False
2018,2,,40,7,3,3.0,2,1,2,2.0,,,2.0,2.0,2.0,,45000.0,,,7.0,3.0,2.0,5.0,False,False
2018,2,,39,5,3,1.0,2,1,2,1.0,,3.0,1.0,2.0,2.0,,13000.0,,,10.0,4.0,,4.0,False,False
2018,2,3.0,42,6,3,3.0,2,3,2,,,,,,,5.0,0.0,,,10.0,4.0,,1.0,False,False
2018,2,,19,2,2,1.0,2,1,2,,,,,,,2.0,1300.0,,,,,,1.0,True,False
2018,2,,41,7,1,3.0,3,3,2,1.0,,1.0,1.0,2.0,2.0,,16000.0,,,7.0,2.0,1.0,5.0,False,False
2018,2,,24,6,1,3.0,2,3,2,3.0,,2.0,2.0,2.0,2.0,,15000.0,,,,,,4.0,True,False
2018,2,,42,7,3,1.0,2,2,2,1.0,,2.0,1.0,2.0,2.0,,15000.0,,,10.0,4.0,,3.0,False,False
2018,2,,32,7,3,3.0,2,2,2,1.0,,3.0,1.0,2.0,2.0,,10000.0,,,5.0,1.0,1.0,3.0,False,False
2018,2,,41,2,3,3.0,2,1,2,1.0,,3.0,2.0,2.0,2.0,,18000.0,,,,,,5.0,True,False
2018,2,,39,6,2,1.0,2,1,2,1.0,,1.0,1.0,2.0,2.0,,17000.0,,,10.0,4.0,,4.0,False,False
2018,2,,38,6,3,1.0,2,1,2,1.0,,3.0,1.0,2.0,2.0,,32000.0,,,7.0,3.0,2.0,4.0,False,False
2018,2,,18,1,1,2.0,2,3,2,,,,,,,1.0,0.0,,,,,,4.0,True,False
2018,2,,42,7,1,1.0,2,3,2,1.0,,2.0,1.0,2.0,2.0,,15000.0,,,8.0,4.0,,4.0,False,False
2018,2,,20,2,1,2.0,2,3,2,,,,,,,2.0,0.0,,,,,,1.0,True,False
2018,2,,34,6,1,3.0,1,3,2,1.0,,2.0,2.0,2.0,2.0,,,,,7.0,3.0,1.0,3.0,True,False
2018,2,,43,3,2,2.0,2,2,2,,,,,,,5.0,0.0,,,,,,1.0,False,False
2018,2,,37,5,2,2.0,3,1,1,1.0,,3.0,1.0,2.0,2.0,,,,,8.0,4.0,,1.0,False,False
2018,2,,26,6,2,2.0,2,3,2,1.0,,3.0,2.0,2.0,2.0,,,,,,,,4.0,True,False
2018,2,,24,6,2,2.0,1,1,2,,,,,,,6.0,0.0,,,,,,4.0,True,False
2018,2,,39,6,2,2.0,3,2,2,,,,,,,5.0,0.0,,,10.0,4.0,,2.0,False,False
2018,2,,37,6,3,2.0,2,1,2,1.0,,5.0,1.0,2.0,2.0,,,,,10.0,4.0,,4.0,False,False
2018,2,3.0,30,5,2,3.0,2,3,1,1.0,,5.0,1.0,2.0,1.0,,30000.0,,,,,,3.0,False,False
2018,2,3.0,32,5,4,3.0,2,1,2,1.0,,3.0,1.0,2.0,2.0,,18000.0,,,8.0,3.0,2.0,3.0,False,False
2018,2,,34,7,1,3.0,2,3,2,1.0,,4.0,2.0,2.0,2.0,,16000.0,,,,,,1.0,False,False
2018,2,,37,7,3,3.0,2,3,2,1.0,,3.0,1.0,2.0,2.0,,26000.0,,,,,,4.0,False,False
2018,2,,29,7,2,3.0,2,3,2,1.0,,4.0,1.0,2.0,1.0,,16000.0,,,8.0,4.0,,5.0,True,False
2018,2,3.0,22,7,4,1.0,2,1,2,1.0,,3.0,1.0,2.0,2.0,,12000.0,,,,,,5.0,True,False
2018,2,,40,7,3,3.0,2,1,2,1.0,,3.0,1.0,2.0,2.0,,15000.0,,,9.0,3.0,2.0,3.0,False,False
2018,2,2.0,23,2,2,2.0,2,1,2,,,,,,,7.0,0.0,,,,,,1.0,True,False
2018,2,,25,6,3,3.0,2,3,2,1.0,,2.0,1.0,2.0,2.0,,13000.0,,,6.0,3.0,2.0,3.0,True,False
2018,2,,35,6,2,1.0,3,1,2,,,,,,,5.0,0.0,,,9.0,4.0,,3.0,False,False
2018,2,,37,7,1,3.0,2,3,2,1.0,,3.0,1.0,2.0,2.0,,16000.0,,,,,,,True,False
2018,2,2.0,27,7,3,1.0,1,2,2,1.0,1.0,4.0,1.0,2.0,2.0,,15000.0,,,,,,2.0,True,False
2018,2,,22,6,4,3.0,2,3,2,1.0,,2.0,1.0,1.0,2.0,,15000.0,,,6.0,2.0,2.0,3.0,True,False
2018,2,,35,5,4,3.0,2,1,2,1.0,,3.0,1.0,2.0,2.0,,12000.0,,,8.0,3.0,2.0,3.0,True,False
2018,2,3.0,29,6,2,3.0,2,3,2,1.0,,2.0,1.0,2.0,2.0,,13000.0,,,8.0,3.0,2.0,3.0,True,False
2018,2,,41,4,2,3.0,2,3,2,2.0,,,2.0,2.0,2.0,,10000.0,,,7.0,2.0,1.0,3.0,True,False
2018,2,,36,6,1,1.0,1,1,1,5.0,,3.0,2.0,2.0,2.0,,5000.0,,,,,,2.0,True,False
2018,2,,34,7,4,1.0,2,1,2,1.0,,2.0,2.0,2.0,2.0,,18000.0,,,,,,5.0,True,False
2018,2,,39,4,3,3.0,2,3,2,5.0,,4.0,2.0,2.0,2.0,,10000.0,,,7.0,2.0,2.0,3.0,False,False
2018,2,,34,7,4,1.0,1,1,2,1.0,,1.0,1.0,2.0,2.0,,,,,8.0,3.0,2.0,3.0,True,False
2018,2,,23,7,4,3.0,1,1,2,1.0,,2.0,1.0,2.0,2.0,,15000.0,,,,,,3.0,True,False
2018,2,,29,6,1,3.0,2,1,2,1.0,,2.0,1.0,1.0,2.0,,35000.0,,,,,,1.0,True,False
2018,2,2.0,30,1,2,2.0,2,1,2,,,,,,,5.0,0.0,,,8.0,3.0,2.0,2.0,False,False
2018,2,,23,6,2,2.0,2,2,2,,,,,,,4.0,6000.0,,,,,,1.0,True,False
2018,2,,38,7,3,3.0,1,3,2,2.0,,,2.0,2.0,2.0,,80000.0,,,8.0,2.0,2.0,3.0,False,False
2018,2,1.0,22,6,1,2.0,1,3,2,3.0,,2.0,1.0,2.0,2.0,,19000.0,,,10.0,3.0,2.0,4.0,True,True
2018,2,,28,7,2,1.0,1,1,2,1.0,,5.0,2.0,2.0,2.0,,10000.0,,,10.0,4.0,,4.0,True,True
2018,2,,34,2,2,3.0,2,1,2,,,,,,,5.0,0.0,,,6.0,2.0,1.0,2.0,False,False
2018,2,,43,7,3,3.0,2,3,2,,,,,,,6.0,7000.0,,,8.0,3.0,1.0,3.0,False,True
2018,2,,30,7,3,1.0,2,1,2,3.0,,4.0,1.0,2.0,2.0,,18000.0,,,,,,3.0,True,False
2018,2,2.0,38,4,6,1.0,1,2,2,3.0,,5.0,2.0,2.0,2.0,,18000.0,,,,,,1.0,False,False
2018,2,,37,6,6,2.0,2,2,2,1.0,,4.0,1.0,2.0,2.0,,8600.0,,,,,,5.0,False,False
2018,2,,33,2,6,1.0,2,2,2,3.0,,4.0,2.0,2.0,2.0,,12000.0,,,,,,5.0,False,False
2018,2,,36,7,6,3.0,2,3,2,1.0,,4.0,1.0,2.0,2.0,,13000.0,,,8.0,4.0,,4.0,False,False
2018,2,,37,6,2,3.0,2,2,2,3.0,,4.0,1.0,2.0,2.0,,22000.0,,,9.0,4.0,,1.0,False,False
2018,2,,18,1,6,2.0,2,3,2,,,,,,,2.0,480.0,,,,,,4.0,True,False
2018,2,,34,7,1,1.0,2,3,2,1.0,,5.0,1.0,2.0,2.0,,24000.0,,,,,,1.0,False,True
2018,2,,31,2,6,3.0,2,3,2,5.0,,4.0,2.0,2.0,2.0,,9000.0,,,,,,5.0,True,False
2018,2,,29,1,1,2.0,2,3,2,,,,,,,,10000.0,,,,,,4.0,True,False
2018,2,,40,7,2,3.0,1,1,2,3.0,,4.0,1.0,2.0,2.0,,15000.0,,,,,,4.0,True,False
2018,2,,41,6,1,3.0,2,3,2,3.0,,1.0,2.0,2.0,2.0,,,,,6.0,2.0,1.0,4.0,False,False
2018,2,3.0,36,4,1,2.0,2,3,2,1.0,,4.0,1.0,2.0,2.0,,10600.0,,,9.0,4.0,,1.0,False,False
2018,2,3.0,28,7,4,3.0,1,3,2,3.0,,2.0,2.0,2.0,2.0,,9000.0,,,10.0,3.0,2.0,2.0,False,True
2018,2,,31,1,1,3.0,2,3,2,,,,,,,,7000.0,,,7.0,2.0,1.0,4.0,True,False
2018,2,3.0,25,6,1,3.0,1,3,2,1.0,,4.0,1.0,2.0,2.0,,15000.0,,,9.0,4.0,,4.0,False,True
2018,2,3.0,34,1,6,2.0,3,2,2,,,,,,,5.0,0.0,,,6.0,2.0,1.0,4.0,False,False
2018,2,1.0,36,7,2,1.0,1,1,2,3.0,,4.0,1.0,2.0,2.0,,6000.0,,,8.0,4.0,,4.0,False,True
2018,2,,39,7,6,2.0,3,2,2,1.0,,1.0,1.0,2.0,2.0,,13000.0,,,10.0,2.0,1.0,1.0,False,False
2018,2,,26,7,2,3.0,2,2,2,3.0,,4.0,1.0,1.0,2.0,,18000.0,,,9.0,4.0,,4.0,False,False
2018,2,,43,7,1,2.0,3,2,2,1.0,,5.0,1.0,2.0,2.0,,13000.0,,,,,,1.0,False,False
2018,2,2.0,36,6,1,3.0,2,2,2,,,,,,,6.0,1200.0,,,9.0,4.0,,1.0,False,False
2018,2,3.0,26,4,1,2.0,2,3,2,,,,,,,6.0,0.0,,,10.0,3.0,1.0,4.0,True,False
2018,2,,29,6,1,2.0,1,2,1,,,,,,,5.0,11300.0,,,,,,5.0,False,False
2018,2,1.0,36,7,2,2.0,3,2,1,1.0,,5.0,1.0,1.0,2.0,,32728.0,,,8.0,3.0,2.0,1.0,False,False
2018,2,3.0,37,7,1,3.0,2,1,2,1.0,,2.0,2.0,2.0,2.0,,,,,7.0,3.0,2.0,4.0,True,False
2018,2,,26,6,3,2.0,1,3,2,1.0,,1.0,1.0,2.0,2.0,,20000.0,,,,,,4.0,True,False
2018,2,,25,7,2,3.0,2,3,2,1.0,3.0,1.0,1.0,2.0,2.0,,15000.0,,,,,,4.0,True,False
2018,2,,39,6,1,3.0,2,3,2,1.0,,4.0,1.0,1.0,2.0,,20000.0,,,8.0,3.0,2.0,4.0,False,False
2018,2,3.0,36,5,1,2.0,3,2,1,,,,,,,6.0,0.0,,,9.0,3.0,2.0,2.0,False,False
2018,2,,35,1,1,2.0,3,2,1,3.0,,3.0,2.0,2.0,2.0,,12000.0,,,8.0,4.0,,3.0,False,False
2018,2,,25,6,1,3.0,2,2,2,1.0,,3.0,1.0,1.0,2.0,,10000.0,,,8.0,3.0,1.0,4.0,True,False
2018,2,,35,6,1,2.0,2,2,2,1.0,,3.0,1.0,1.0,2.0,,11000.0,,,10.0,4.0,,2.0,False,False
2018,2,,37,6,1,3.0,2,2,2,4.0,,2.0,1.0,1.0,2.0,,10900.0,,,8.0,3.0,1.0,4.0,False,False
2018,2,1.0,21,2,1,2.0,3,2,2,4.0,,1.0,2.0,2.0,2.0,,6000.0,,,10.0,4.0,,5.0,True,True
2018,2,,23,6,2,3.0,2,2,2,3.0,,2.0,1.0,1.0,2.0,,10000.0,,,,,,4.0,True,False
2018,2,3.0,40,6,2,3.0,2,3,2,1.0,,4.0,1.0,2.0,2.0,,25000.0,,,,,,1.0,False,False
2018,2,,19,2,3,2.0,3,3,2,,,,,,,2.0,800.0,,,,,,3.0,True,False
2018,2,,26,2,1,2.0,1,1,2,,,,,,,5.0,0.0,,,8.0,2.0,1.0,1.0,False,False
2018,2,,26,3,3,3.0,1,1,2,,,,,,,6.0,0.0,,,9.0,3.0,2.0,2.0,False,True
2018,2,,31,7,1,3.0,2,1,2,1.0,,4.0,1.0,2.0,2.0,,,,,6.0,2.0,1.0,1.0,False,False
2018,2,3.0,39,7,2,2.0,2,1,1,1.0,,5.0,1.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0,False,False
2018,2,,18,1,1,3.0,1,3,2,,,,,,,2.0,0.0,,,,,,3.0,True,False
2018,2,3.0,28,6,1,1.0,3,1,2,,,,,,,6.0,4700.0,,,10.0,3.0,2.0,4.0,False,False
2018,2,,30,7,2,2.0,2,1,2,1.0,,2.0,1.0,2.0,2.0,,12000.0,,,7.0,2.0,1.0,3.0,False,False
2018,2,1.0,25,7,3,3.0,2,1,2,,,,,,,5.0,,,,9.0,2.0,2.0,5.0,False,False
2018,2,,31,6,6,3.0,2,3,2,,,,,,,5.0,16000.0,,,10.0,3.0,2.0,5.0,False,False
2018,2,3.0,38,1,1,1.0,3,2,2,,,,,,,5.0,3200.0,,,10.0,4.0,,3.0,False,False
2018,2,,20,2,1,2.0,2,1,2,,,,,,,2.0,8100.0,,,,,,1.0,True,False
2018,2,1.0,41,7,2,1.0,2,3,2,1.0,,1.0,1.0,2.0,2.0,,20000.0,,,10.0,4.0,,3.0,False,False
2018,2,,39,7,3,1.0,2,1,2,1.0,,2.0,1.0,2.0,2.0,,27000.0,,,9.0,1.0,2.0,4.0,False,False
2018,2,,42,6,2,3.0,2,1,2,1.0,,2.0,1.0,2.0,2.0,,,,,7.0,2.0,1.0,1.0,False,False
2018,2,,35,7,1,2.0,2,3,2,,,,,,,5.0,700.0,,,,,,1.0,False,False
2018,2,,28,6,2,1.0,2,1,2,3.0,,1.0,2.0,2.0,2.0,,10700.0,,,10.0,4.0,,1.0,False,False
2018,2,,25,7,2,1.0,1,1,2,5.0,,3.0,2.0,2.0,2.0,,20000.0,,,,,,3.0,True,False
2018,2,,40,7,2,2.0,3,1,2,1.0,1.0,2.0,1.0,2.0,2.0,,36000.0,,,10.0,3.0,2.0,3.0,False,False
2018,2,,43,2,2,2.0,2,3,2,1.0,,2.0,1.0,2.0,2.0,,9400.0,,,10.0,4.0,,4.0,False,False
2018,2,,34,2,2,1.0,2,1,2,1.0,,1.0,1.0,2.0,2.0,,9400.0,,,,,,3.0,True,False
2018,2,,18,2,1,3.0,2,1,2,,,,,,,2.0,800.0,,,,,,1.0,True,False
2018,2,3.0,36,7,3,2.0,3,3,2,,,,,,,,8000.0,,,,,,4.0,True,False
2018,2,3.0,43,7,1,2.0,2,2,2,1.0,,2.0,1.0,1.0,2.0,,20000.0,,,10.0,4.0,,5.0,False,False
2018,2,,34,5,6,2.0,2,2,2,1.0,,3.0,1.0,2.0,2.0,,12000.0,,,9.0,4.0,,4.0,False,False
2018,2,,36,5,2,3.0,2,3,2,1.0,,2.0,1.0,2.0,2.0,,9400.0,,,8.0,3.0,2.0,4.0,False,False
2018,2,,35,5,3,1.0,2,1,2,1.0,,4.0,1.0,2.0,2.0,,12500.0,,,9.0,4.0,,3.0,False,False
2018,2,,40,6,1,3.0,3,3,2,1.0,,4.0,1.0,2.0,2.0,,30000.0,,,8.0,3.0,1.0,4.0,False,False
2018,2,,29,7,1,3.0,2,1,2,3.0,,4.0,2.0,2.0,2.0,,,,,7.0,3.0,1.0,1.0,False,False
2018,2,,32,7,1,2.0,1,3,2,1.0,,4.0,1.0,2.0,2.0,,20000.0,,,4.0,2.0,2.0,4.0,False,False
2018,2,,25,6,6,2.0,1,2,1,1.0,,1.0,1.0,1.0,2.0,,14360.0,,,,,,5.0,False,False
2018,2,1.0,34,5,2,2.0,1,3,2,,,,,,,,10570.0,,,,,,4.0,True,False
2018,2,3.0,40,7,1,3.0,2,3,2,1.0,,5.0,1.0,2.0,2.0,,15600.0,,,8.0,3.0,2.0,4.0,False,False
2018,2,3.0,32,7,6,2.0,3,2,2,1.0,,5.0,1.0,2.0,2.0,,11000.0,,,10.0,4.0,,3.0,False,False
2018,2,3.0,38,2,6,2.0,2,3,2,1.0,,5.0,1.0,2.0,2.0,,7856.0,,,10.0,4.0,,4.0,False,False
2018,2,1.0,28,5,1,3.0,3,2,2,2.0,,,2.0,2.0,2.0,,7700.0,,,9.0,4.0,,1.0,False,False
2018,2,,43,4,1,3.0,2,3,2,1.0,,5.0,1.0,1.0,2.0,,11000.0,,,9.0,4.0,,1.0,False,False
2018,2,1.0,42,1,6,2.0,2,3,1,,,,,,,5.0,8300.0,,,10.0,4.0,,4.0,False,False
2018,2,,38,2,1,3.0,2,3,2,3.0,,3.0,2.0,2.0,2.0,,27000.0,,,,,,1.0,False,False
2018,2,3.0,39,2,1,3.0,2,3,2,,,,,,,5.0,7800.0,,,10.0,4.0,,4.0,False,False
2018,2,,20,2,1,2.0,2,3,2,,,,,,,2.0,1500.0,,,,,,1.0,True,False
2018,2,,43,6,1,3.0,3,3,2,1.0,,5.0,1.0,1.0,2.0,,23500.0,,,8.0,3.0,2.0,1.0,False,False
2018,2,,23,7,1,3.0,2,3,2,,,,,,,6.0,0.0,,,,,,1.0,True,False
2018,2,1.0,36,6,6,3.0,2,3,2,1.0,,5.0,1.0,2.0,2.0,,0.0,,,10.0,4.0,,4.0,False,False
2018,2,,39,6,2,2.0,2,2,2,1.0,,5.0,1.0,1.0,2.0,,20000.0,,,9.0,4.0,,1.0,False,False
2018,2,3.0,36,7,2,3.0,2,3,2,1.0,,4.0,1.0,2.0,2.0,,11256.0,,,9.0,3.0,2.0,4.0,False,False
2018,2,,18,1,2,3.0,2,3,2,,,,,,,1.0,0.0,,,,,,4.0,True,False
2018,2,,18,1,2,3.0,2,2,2,,,,,,,1.0,0.0,,,,,,4.0,True,False
2018,2,,39,6,1,2.0,2,3,2,3.0,,5.0,1.0,2.0,2.0,,10000.0,,,10.0,3.0,2.0,2.0,False,False
2018,2,3.0,27,1,6,2.0,2,3,2,,,,,,,,13010.0,,,,,,4.0,True,False
2018,2,,39,5,1,3.0,2,3,2,,,,,,,6.0,25000.0,,,10.0,3.0,2.0,1.0,False,False
2018,2,3.0,42,1,1,2.0,2,2,2,,,,,,,5.0,10000.0,,,7.0,4.0,,1.0,False,False
2018,2,,33,6,6,2.0,2,2,1,,,,,,,5.0,9450.0,,,8.0,4.0,,1.0,False,False
2018,2,,30,6,6,2.0,1,3,2,1.0,,5.0,1.0,2.0,2.0,,9980.0,,,,,,1.0,False,False
2018,2,,19,1,6,3.0,3,2,2,,,,,,,3.0,3500.0,,,,,,4.0,True,False
2018,2,,39,7,1,3.0,2,2,2,1.0,,4.0,1.0,2.0,2.0,,9356.0,,,9.0,4.0,,4.0,False,False
2018,2,,22,2,1,3.0,2,3,2,,,,,,,2.0,5000.0,,,,,,4.0,True,False
2018,2,,22,2,6,3.0,2,2,2,,,,,,,2.0,21300.0,,,,,,3.0,True,False
2018,2,,29,6,1,1.0,2,3,2,1.0,,4.0,1.0,2.0,2.0,,12000.0,,,9.0,4.0,,4.0,False,False
2018,2,,19,1,6,2.0,2,3,2,,,,,,,2.0,800.0,,,,,,4.0,True,False
2018,2,3.0,43,2,6,2.0,2,2,2,,,,,,,5.0,16600.0,,,,,,1.0,False,False
